source,destination,description
104,347,['{{i|Diplopia}}: No effect.']
104,52,"['{{dlc|na}} {{i|Dr. Fetus}}: Bombs turn orange and with no other effect.', ['{{dlc|a}} Bombs split into two bombs that deal 40 damage each upon detonation.', [""'''Dr. Fetus''' + {{i|Rocket in a Jar}}: Rockets split into two bombs (not rockets) upon detonation.""]]]"
104,168,['{{i|Epic Fetus}}: Overrides The Parasite.']
104,572,"['{{i|Eye of the Occult}}: Split tears can be controlled similarly to normal tears, which results in a large amount of floating tears.']"
104,149,"['{{i|Ipecac}}: The Ipecac tear will spawn two smaller explosive tears when it collides with a solid object, but not with an enemy. These tears can spawn tears on their own as well, potentially leading to huge chain reactions. Having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
104,375,"['{{i|Ipecac}}: The Ipecac tear will spawn two smaller explosive tears when it collides with a solid object, but not with an enemy. These tears can spawn tears on their own as well, potentially leading to huge chain reactions. Having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
104,223,"['{{i|Ipecac}}: The Ipecac tear will spawn two smaller explosive tears when it collides with a solid object, but not with an enemy. These tears can spawn tears on their own as well, potentially leading to huge chain reactions. Having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
104,440,['{{i|Kidney Stone}}: Drastically decreases range making it less likely for tears to split. The stone will not split.']
104,114,"[""{{dlc|nr}} {{i|Mom's Knife}}: Knife turns orange with no other effect."", ['{{Dlc|r}} Knife splits into two smaller, perpendicular knives that deal full damage on hitting an enemy.']]"
104,221,['{{i|Rubber Cement}}: Tears only split when hitting enemies and no longer off the wall or most obstacles.']
104,330,"['{{i|Soy Milk}}: Without any damage increases, Soy Milk tears deal under 1.0 damage and cannot split until the situation is rectified with other items.']"
104,579,['{{i|Spirit Sword}}: No effect on swings and spins. Projectiles bursts into 2 small tears.']
104,68,"['{{dlc|nr}} {{i|Technology}}: Overrides The Parasite.', ['{{dlc|r}} Laser splits into two perpendicular beams that deal full damage upon hitting an obstacle or enemy.']]"
104,395,['{{i|Tech X}}: Overrides The Parasite. Laser rings become orange.']
281,357,"['{{i|Box of Friends}}: Adds another Punching Bag. This may cause enemies to become unpredictable, so use with caution.', ['If the Punching Bag has died, it can be forced to respawn with a double upon using the Box of Friends.']]"
268,247,"['{{i|BFFS!}}: Rotten Baby becomes larger, but this is only a cosmetic change.']"
268,248,['{{I|Hive Mind}}: Fly damage is doubled.']
221,118,['{{dlc|na}} {{i|Brimstone}}: Overrides Rubber Cement.']
221,42,"[""{{i|Bob's Rotten Head}}: The bomb bounces back upon hitting an obstacle, and will not explode until it runs out of air time. '''Not recommended''', as it can make self-damage more likely in small rooms.""]"
221,369,['{{i|Continuum}}: Overridden by Rubber Cement; tears will still bounce off of walls and obstacles.']
221,52,['{{i|Dr. Fetus}}: Overrides Rubber Cement.']
221,168,['{{i|Epic Fetus}}: Overrides Rubber Cement.']
221,149,"['{{i|Ipecac}}: Tears will bounce off of obstacles, but not enemies.']"
221,494,"[""{{i|Jacob's Ladder}}: Tears don't generate arcs when hitting obstacles.""]"
221,213,"[""{{i|Lost Contact}}: Tears will bounce off of enemy tears. '''Not recommended''' unless the player's fire rate is high, as it can prove detrimental when trying to hit a shooting enemy.""]"
221,329,['{{i|The Ludovico Technique}}: Overrides Rubber Cement.']
221,114,"[""{{i|Mom's Knife}}: Overrides Rubber Cement.""]"
221,459,"['{{i|Sinus Infection}}: Boogers stick to enemies, but otherwise they bounce normally.']"
221,463,['{{i|Sulfuric Acid}}: Overridden by Rubber Cement.']
221,68,['{{dlc|na}} {{i|Technology}} / {{i|Technology 2}}: Overrides Rubber Cement.']
221,152,['{{dlc|na}} {{i|Technology}} / {{i|Technology 2}}: Overrides Rubber Cement.']
221,233,"['{{i|Tiny Planet}}: Tears no longer fly over obstacles but instead bounce very quickly along with them, appearing to ""vibrate"".', ['{{dlc|a+}} Tears pass through obstacles but coast along walls, trying to maintain the circular trajectory.']]"
1,723,"['{{i|Spindown Dice}}: The Sad Onion disappears upon being rerolled, as its internal ID number is 1.']"
90,347,['{{i|Diplopia}}/{{I|Crooked Penny}}: Additional copies grant an additional tears up and speed down with no further increase in damage.']
90,485,['{{i|Diplopia}}/{{I|Crooked Penny}}: Additional copies grant an additional tears up and speed down with no further increase in damage.']
211,248,['{{i|Hive Mind}}: Increases spider size and doubles damage.']
251,491,['{{i|Acid Baby}}: Spawns cards or runes instead of pills. Using cards or runes will not trigger the room-wide poisoning effect.']
251,340,"['{{Dlc|nr}} {{i|Caffeine Pill}}: A pill drops normally, but if it is picked up and dropped, or left on the ground while visiting other rooms, it becomes a card.']"
251,252,"['{{i|Little Baggy}}: Overrides the effect of Little Baggy (switch from receiving only pills to only cards).', ['{{dlc|r}} Having both items allow both cards and pills to appear again.', 'Picking up Little Baggy while already holding Starter Deck will turn any held cards or runes into pills for one time.']]"
251,102,"[""{{i|Mom's Bottle of Pills}}: Gives a card instead of a pill, essentially becoming equivalent to a {{i|Deck of Cards}}.""]"
251,85,"[""{{i|Mom's Bottle of Pills}}: Gives a card instead of a pill, essentially becoming equivalent to a {{i|Deck of Cards}}.""]"
122,122,['{{i|Whore of Babylon}}: No further effect when multiple copies are acquired.']
237,52,"['{{i|Dr. Fetus}}: Bombs travel through enemies. When combined with {{I|Ipecac}}, bombs do not explode upon hitting enemies.', [""{{Dlc|r}} Bombs also deal 2.5x Isaac's damage to enemies when passing through them.""]]"
237,149,"['{{i|Dr. Fetus}}: Bombs travel through enemies. When combined with {{I|Ipecac}}, bombs do not explode upon hitting enemies.', [""{{Dlc|r}} Bombs also deal 2.5x Isaac's damage to enemies when passing through them.""]]"
237,531,"['{{i|Haemolacria}}: Stat effects apply. Fired tears will retain piercing effect; however, burst tears will not. All other effects do not apply.']"
237,149,"[""{{i|Ipecac}}: Tears explode at their center, not where they touch the enemy, which means the very large size from Death's Touch may be detrimental. Piercing effect does not apply.""]"
237,533,"[""{{I|Trisagion}}: Overrides Death's Touch. Only stat changes apply.""]"
237,579,['{{I|Spirit Sword}} Overrides the scythe visual including the ranged attack.']
237,395,"[""{{I|Tech X}}: Overrides Death's Touch. Only stat changes apply.""]"
203,203,['{{i|Humbling Bundle}}: No further effect if multiple copies are obtained.']
315,224,"[""{{i|Cricket's Body}}/{{i|Compound Fracture}}: Since tears will split into more tears, all traveling different directions, enemies will be randomly moved around.""]"
315,453,"[""{{i|Cricket's Body}}/{{i|Compound Fracture}}: Since tears will split into more tears, all traveling different directions, enemies will be randomly moved around.""]"
315,168,"['{{i|Epic Fetus}}: Overrides Strange Attractor.', ['{{dlc|a}} Enemies get drawn towards the target mark on the ground, ensuring that the missile will hit.']]"
315,401,"['{{i|Explosivo}}: Enemies will be pulled toward the stuck on tears, dragging them helplessly or grouping them for the explosion.']"
315,531,"['{{i|Haemolacria}}: Enemies and pickups are attracted to the main tear, but not burst tears.']"
315,532,"['{{i|Lachryphagy}}: Enemies will often get sucked into tears, making it more difficult to feed tears or let them burst.']"
315,229,"[""{{i|Monstro's Lung}}: Due to the high concentration of tears, enemies will be pulled towards Isaac at great force; in certain cases, enough force will be generated to pull enemies through rocks. This can greatly increase accuracy but depending on enemies' movements and positions can also damage Isaac.""]"
315,104,"[""{{i|The Parasite}}: Enemies will be pulled towards both fired tears and split tears. However, because they both travel in opposite directions, the split tears' magnetic effects tend to cancel each other out.""]"
315,221,"[""{{i|Rubber Cement}}: Due to tears being reflected, enemies tend to be pulled towards Isaac with much force. Additionally, the random angle of tears being reflected results in erratic enemy movement. '''Not recommended.'''""]"
315,330,"[""{{i|Soy Milk}}: The rapid tears will pull enemies quickly and erratically around the room. '''Not recommended.'''""]"
315,233,"[""{{i|Tiny Planet}}/{{i|Immaculate Heart}}: The orbiting tears will cause enemies to be pulled towards Isaac. '''Not recommended.'''""]"
315,573,"[""{{i|Tiny Planet}}/{{i|Immaculate Heart}}: The orbiting tears will cause enemies to be pulled towards Isaac. '''Not recommended.'''""]"
280,247,['{{i|BFFS!}}: No effect.']
224,118,"[""{{dlc|nr}} {{i|Brimstone}}: Overrides Cricket's Body."", ['{{dlc|r}} Small red brimstone tears will fire out upon the beam hitting a wall or enemy.', ""{{dlc|r}} '''Brimstone''' + {{i|Soy Milk}}: Brimstone tears always fire out at the end of the beam.""]]"
224,336,"['{{i|Dead Onion}}: Significantly decreases effective range, potentially preventing the split tears from causing damage.']"
224,347,['{{i|Diplopia}}: No effect.']
224,52,"['{{i|Dr. Fetus}}: Greatly reduces range, bombs do not split.', ['{{dlc|a}} The bombs fired by Dr. Fetus will split into smaller bombs, much like {{i|Scatter Bombs}}.', ['This synergy stacks with Scatter Bombs.']]]"
224,168,['{{i|Epic Fetus}}: Only tear stat change applies.']
224,496,['{{i|Euthanasia}}: Needle tears will split into 4 small needle tears upon hitting the ground or an enemy. Split tears produced have a chance to deal triple damage but will not cause tear bursts.']
224,540,"['{{i|Flat Stone}}: Tears will usually only bounce twice, unless Isaac has high range, and spawns burst tears when they bounce.']"
224,440,"['{{i|Kidney Stone}}: Drastically decreases range, potentially preventing the split tears from causing damage. The stone will not split.']"
224,329,"[""{{i|The Ludovico Technique}}: Overrides Cricket's Body except for stat effects which apply.""]"
224,114,"[""{{i|Mom's Knife}}: Range of the knife is significantly decreased.""]"
224,6,"['{{i|Number One}}: Drastically decreases range, potentially preventing the split tears from causing damage.']"
224,68,"[""{{dlc|nr}}{{i|Technology}}: Overrides Cricket's Body except for stat effects, which apply normally."", [""{{dlc|r}} Cricket's Body tear splitting effect applies when lasers hit something.""]]"
224,395,"[""{{i|Tech X|force=anr}}: Overrides Cricket's Body except for stat effects, which apply normally."", [""{{Dlc|r}}Cricket's Body tear splitting effect applies when laser rings hit something.""]]"
270,312,"[""{{i|Maggy's Bow}}: No effect on healing.""]"
298,329,"['{{i|The Ludovico Technique}}: The tear stays in place while Isaac is invincible; although Isaac cannot move the tear, it will continue to damage enemies during his invincibility. This is very useful for stationary enemies.']"
298,394,"[""{{i|Marked}}: Isaac's tears will still fire, but he will be unable to move the crosshair while invincible.""]"
289,356,['{{I|Car Battery}}: No effect.']
289,329,"['{{dlc+|nr}}{{i|The Ludovico Technique}}: When the fire hits the tear, the tear resets and appears again on the player.{{dlc-}}']"
252,158,['{{i|Crystal Ball}}: Generates pills instead of cards upon use.']
252,85,"[""{{i|Deck of Cards}}: Generates pills instead of cards upon use, similar to{{I|Mom's bottle of pills}}.""]"
252,102,"[""{{i|Deck of Cards}}: Generates pills instead of cards upon use, similar to{{I|Mom's bottle of pills}}.""]"
252,654,"['{{I|False PHD}}: Since all cards turn to pills, there is potential for a lot of damage ups.']"
252,75,"['{{i|PHD}}/{{i|Virgo}}: Most negative pills will be converted to their positive counterparts.', ['{{dlc|r}} {{i|Lucky Foot}}: Most negative pills will be converted to their positive counterparts.']]"
252,303,"['{{i|PHD}}/{{i|Virgo}}: Most negative pills will be converted to their positive counterparts.', ['{{dlc|r}} {{i|Lucky Foot}}: Most negative pills will be converted to their positive counterparts.']]"
252,251,"['{{dlc|nr}} {{i|Starter Deck}}: Overrides Little Baggy. Pills may still be for sale in shops, but dropping them turns them into cards.', ['{{dlc|r}} Having both items allows both cards and pills to appear again.', 'Picking up Starter Deck while already holding Little Baggy will turn any held pills into cards for one time.']]"
317,408,['{{I|Athame}} / {{I|Maw of the Void}}: Only creates the creep pools when damaging enemies or destroyable obstacles.']
317,399,['{{I|Athame}} / {{I|Maw of the Void}}: Only creates the creep pools when damaging enemies or destroyable obstacles.']
317,118,"['{{I|Brimstone}}: Overrides Mysterious Liquid.', ['{{Dlc|a}} The beam spawns pools of liquid always when it hits obstacles and enemies on a constant time interval.', [""{{C|Azazel}}: Leaves the creep pools at the end of Azazel's shorter brimstone beam.""]]]"
317,52,"['{{I|Dr. Fetus}} / {{I|Epic Fetus}} / {{I|Ipecac}}: Overrides Mysterious Liquid.', ['{{Dlc|a}} Explosions caused by these items will leave a large pool of creep.']]"
317,168,"['{{I|Dr. Fetus}} / {{I|Epic Fetus}} / {{I|Ipecac}}: Overrides Mysterious Liquid.', ['{{Dlc|a}} Explosions caused by these items will leave a large pool of creep.']]"
317,149,"['{{I|Dr. Fetus}} / {{I|Epic Fetus}} / {{I|Ipecac}}: Overrides Mysterious Liquid.', ['{{Dlc|a}} Explosions caused by these items will leave a large pool of creep.']]"
317,257,"['{{I|Fire Mind}}: Mysterious Liquid removes explosion chance, but fire damage over time is preserved.', ['{{Dlc|a}} Tears can explode as expected. The explosions leave a large pool of creep.']]"
317,540,['{{I|Flat Stone}}: Each tear bounce leaves a pool of creep.']
317,531,"['{{I|Haemolacria}}: Only the main tear spawns creep.', ['{{Dlc|r}} All tears leave the creep pools .']]"
317,532,['{{I|Lachryphagy}}: Only the burst tears spawns creep.']
317,213,"['{{I|Lost Contact}}: Overrides Mysterious Liquid.', ['{{Dlc|a+}} The combination works as expected, with tears spawning liquid even when stopping enemy shots.']]"
317,329,"[""{{I|The Ludovico Technique}}: Mysterious Liquid's graphical effect remains, but the tear leaves no creep."", ['{{Dlc|a}} The tear leaves a trail of creep pools on a constant time interval.']]"
317,680,"[""{{I|Montezuma's Revenge}}: Constantly creates pools of creep at the end of the beam. Corn projectiles do not spawn creep.""]"
317,553,"['{{I|Mucormycosis}}: All tears including spores spawn creep upon burst, but not on contact with enemies.']"
317,459,"[""{{t|Nose Goblin}} / {{I|Sinus Infection}}: Spawns creep after each tear's effect wears off and drops to the ground but not on contact with enemies.""]"
317,643,['{{I|Revelation}}: The beam spawns pools of liquid always when it hits obstacles and enemies on a constant time interval.']
317,221,['{{I|Rubber Cement}}: Tears do not create creep when they bounce off enemies or obstacles and only when they land.']
317,315,"['{{I|Strange Attractor}}: Overrides Mysterious Liquid.', ['{{Dlc|a+}} The combination works as expected.']]"
317,68,"['{{I|Technology}}: Overrides Mysterious Liquid.', ['{{Dlc|a}} The laser spawns pools of liquid always when it hits obstacles and occasionally on enemies.']]"
220,245,['{{i|20/20}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: Does not affect the amount of tears when bombs explode.']
220,2,['{{i|20/20}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: Does not affect the amount of tears when bombs explode.']
220,153,['{{i|20/20}}/{{i|The Inner Eye}}/{{i|Mutant Spider}}: Does not affect the amount of tears when bombs explode.']
220,353,['{{dlc|r}}{{i|Bomber Boy}}: Only the center most explosion creates 10 tears.']
220,401,['{{i|Explosivo}}: Tear explosions are not affected by Sad Bombs.']
220,149,"[""{{i|Ipecac}}: Normal Ipecac shots won't explode into tears, but placed bombs will shoot Ipecac shots in every direction.""]"
220,329,['{{i|The Ludovico Technique}}/{{i|Marked}}: Tears that burst from bombs cannot be controlled.']
220,394,['{{i|The Ludovico Technique}}/{{i|Marked}}: Tears that burst from bombs cannot be controlled.']
220,5,"['{{i|My Reflection}}: Tears will return to the place where the bomb exploded, not Isaac.']"
220,233,"['{{i|Tiny Planet}}: Tears orbit around where the bomb exploded, not Isaac.']"
220,244,['{{i|Tech.5}}: No effect.']
220,152,"['{{dlc|nr}}{{i|Technology 2}}: Bombs only explode into tears with a slight damage reduction.', ['{{dlc|r}}The damage reduction is removed.']]"
292,402,['{{I|Chaos|r}}: The item spawned will be chosen from a random [[item pool]] instead.']
292,712,['{{I|Lemegeton}}: Will generate wisps from the [[Devil Room (Item Pool)|Devil Room item pool]] when used inside the {{r|Boss Room}} after Satanic Bible is used.']
292,697,['{{I|Vanishing Twin}}: The second boss spawned will also drop an item from the [[Devil Room (Item Pool)|Devil Room item pool]].']
292,78,['{{I|Book of Revelations|r}}: The spawned {{i|Ball of Bandages}} or {{i|Cube of Meat}} will cost hearts like a normal devil deal.']
292,207,['{{I|Book of Revelations|r}}: The spawned {{i|Ball of Bandages}} or {{i|Cube of Meat}} will cost hearts like a normal devil deal.']
292,73,['{{I|Book of Revelations|r}}: The spawned {{i|Ball of Bandages}} or {{i|Cube of Meat}} will cost hearts like a normal devil deal.']
272,140,"[""{{I|Bob's Curse}}: The explosion applies [[Status Effects|poison]] effect."", ['{{Dlc+|r}}Does not leave the poison cloud.{{Dlc-}}']]"
272,353,"['{{i|Bomber Boy|nr}}: No cross explosions. Damage from the explosion is halved against the initial target, but others caught in the blast take full damage.', [""{{dlc|r}} Explodes in a cross-shaped pattern. Damage from the main explosion deals a flat 37.5 damage, and any additional explosion deals flat 75 damage to which Bomber boy's damage reduction is not applied."", ['Bomber Boy + {{I|BFFS!}} / {{I|Hive Mind}}: Explosion damages are increased to 1.25x, which are 46.875/93.75 each.', 'Bomber Boy + {{I|Mr. Mega}}: Explosion damages are increased to 1.5x, which are 56.25/112.5 each.', 'Bomber Boy + {{I|BFFS!}} / {{I|Hive Mind}} + {{I|Mr. Mega}}: Explosion damages are increased to 1.75x, which are 65.625/131.25 each.']]]"
244,222,['{{Dlc|r}}{{I|Anti-gravity}}:  Creates floating laser balls that will all fire simultaneously when the fire button is released.']
244,118,"['{{i|Brimstone}}: Tech.5 does not fire. However, it will still fire when playing as {{C|Azazel}} with his short-ranged Brimstone. Since the laser scales with player damage, this can be a devastating combination.', ['{{dlc|a}} Tech.5 fires normally while Brimstone laser is charging.']]"
244,224,"[""{{dlc|nr}} {{i|Cricket's Body}}: Tear delay down as expected, but no benefit from the splash effect."", ['{{dlc|r}} Releases a 4-way spread of tears whenever the laser hits a wall or an enemy.']]"
244,728,['{{I|Gello}}: Laser only fires from Isaac.']
244,329,['{{i|The Ludovico Technique}}: Laser is fired in the same direction that the controlled tear is moving.']
244,149,['{{I|Ipecac|r}}: Laser explodes and poisons enemies on contact.']
244,221,['{{dlc|a}}{{I|Rubber cement}}: Laser will bounce in angle depending on the obstacle hit.']
323,118,"[""{{dlc|nr}}{{i|Brimstone}} / {{i|Mom's Knife}}: The item fires normal tears, although it will charge nearly instantly while the attack charges."", [""'''Brimstone''' + {{i|Lachryphagy}}: When tears burst, they will shoot out Brimstone lasers in a fashion similar to {{i|Tammy's Head}}.""]]"
323,114,"[""{{dlc|nr}}{{i|Brimstone}} / {{i|Mom's Knife}}: The item fires normal tears, although it will charge nearly instantly while the attack charges."", [""'''Brimstone''' + {{i|Lachryphagy}}: When tears burst, they will shoot out Brimstone lasers in a fashion similar to {{i|Tammy's Head}}.""]]"
323,118,"[""{{dlc|r}}{{i|Brimstone}}: Rapidly charges Isaac's Tears, while firing, instead of charging.""]"
323,356,['{{I|Car Battery|anr}}: No effect.']
323,69,"['{{dlc|nr}}{{i|Chocolate Milk}}: The size and damage of tears fired depend on how far Isaac has charged up his shot. For example, if Isaac has completely charged his shot, the tears fired by the item will be fully charged.', ['{{dlc|r}}{{i|Chocolate Milk}}: Charge does not have any effect on the damage of the tear, but will still be colored like Chocolate Milk tears.']]"
323,52,['{{i|Dr. Fetus}}: Fires normal tears.']
323,168,"['{{Dlc|nr}}{{i|Epic Fetus}}: The item fires normal tears, but charges very quickly as the crosshairs are moved.', [""{{dlc|r}}The item charges when the crosshair is on screen, and charge speed scales with Isaac's [[tears]] stat.""]]"
323,572,['{{I|Eye of the Occult}}: Makes the tears controllable and able to be made most use of.']
323,329,"[""{{dlc|nr}}{{i|The Ludovico Technique}}: The item charges based on the tear's movement."", [""{{dlc|r}} The item charges even while the tear is not moving, with the speed based on Isaac's tears stat.""]]"
323,114,"[""{{dlc|r}}{{i|Mom's Knife}}: Charges the item like normal.""]"
323,534,"[""{{i|Schoolbag|a+nr}}: When Isaac's Tears is in the first active item slot, the secondary item does not charge upon clearing rooms. {{dlc-}}""]"
323,579,"[""{{I|Spirit sword}}: The item fires normal tears and can be charged as fast as the sword can be swung. Doing a spin attack will fully charge Isaac's Tears.""]"
323,68,['{{i|Technology}}: Fires normal tears.']
323,152,['{{i|Technology 2}}: Fires normal tears.']
206,704,['{{i|Berserk!}} /{{C|The Forgotten}} /{{C|Tainted Samson}} /{{C|Tainted Forgotten}}: The melee weapon is swung from the body instead of the head.']
206,279,['{{I|Big Fan}}: Slows down the head orbital.']
206,678,"[""{{I|1=C Section}}: Fetuses are fired from Isaac's body, not his head.""]"
206,347,"[""{{i|Diplopia}}: Adds another head and further increases tears and damage, but only fires tears from one head. <!-- check if the tears up stacking is something new added in repentance since this originally said it didn't stack -->""]"
206,112,"[""{{I|Guardian Angel}}: Does not increase the head's rotation speed.""]"
206,114,"[""{{i|Mom's Knife}}: The knife fires from Isaac's body, not his head.""]"
206,536,['{{i|Sacrificial Altar}}: The head orbital cannot be sacrificed.']
206,325,"['{{dlc|r}} {{I|Scissors}}: Isaac will have two heads: the one from Scissors, which will shoot as normal, and the Guillotine one, which only acts as an orbital.']"
206,655,"['{{I|Spin to Win}}: Affects the head, which boosts its damage and defense properties at the cost of shots being harder to hit.']"
206,579,"[""{{I|Spirit Sword}}: The sword is swung from Isaac's body, not his head. This also applies to the sword's projectiles.""]"
206,233,"['{{dlc|r}} {{I|Tiny Planet}}: Tears may fire from the head, but they orbit the body.']"
206,397,"[""{{i|Tractor Beam}}: Despite the beam moving with Isaac's head as it orbits the body, tears will be fired from the body.""]"
206,20,"[""{{i|Transcendence}}: Makes Isaac's body invisible, leaving only a shadow where his body is. As a result, Isaac becomes very difficult to control.""]"
238,723,"[""{{I|Spindown Dice}}: Rerolls into {{I|Death's Touch}}.""]"
238,237,"[""{{I|Spindown Dice}}: Rerolls into {{I|Death's Touch}}.""]"
310,347,['{{i|Diplopia}}: The damage and tear multipliers do not stack. The shot speed decrease does stack.']
310,52,"['{{i|Dr. Fetus}} / {{i|Ipecac}}: Shots travel a very short distance, so having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
310,149,"['{{i|Dr. Fetus}} / {{i|Ipecac}}: Shots travel a very short distance, so having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
310,375,"['{{i|Dr. Fetus}} / {{i|Ipecac}}: Shots travel a very short distance, so having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
310,223,"['{{i|Dr. Fetus}} / {{i|Ipecac}}: Shots travel a very short distance, so having {{i|Host Hat}} or {{i|Pyromaniac}} is strongly recommended.']"
310,310,"[""{{i|Eve's Mascara}}: No further effect when stacked.""]"
310,329,"[""{{i|The Ludovico Technique}}: '''Not recommended.''' Tear travels very slowly, making it hard to kill mobile enemies.""]"
312,45,['{{i|Yum Heart}}: No effect; will still only replenish one full Red Heart.']
332,619,"[""{{I|Birthright}}: Dying and reviving as any character will ''not'' give Lazarus Risen a damage boost; however, picking up Birthright as him will.""]"
332,475,"[""{{i|Plan C}}: Isaac can use Plan C on end-game bosses (e.g. {{E|Hush|n}}, {{E|Delirium|n}}) and survive, although, if going for unlocks, he will get Lazarus's post-it notes instead.""]"
276,300,['{{i|Aries|r}}: The invulnerability does not extend to the heart.']
276,247,"['{{i|BFFS!|force=r}}: Fires additional shots in random directions, and leaves larger puddles of creep.']"
276,265,"[""{{i|Dry Baby}} / {{i|Farting Baby}}: If you have picked up either of the babies into the first familiar spot ''before'' Isaac's Heart, they will block enemy shots before they can hit the heart. Enemies touching the heart can still do damage, and picking up the babies after the heart will cause the heart's hitbox to be checked first against shots.""]"
276,404,"[""{{i|Dry Baby}} / {{i|Farting Baby}}: If you have picked up either of the babies into the first familiar spot ''before'' Isaac's Heart, they will block enemy shots before they can hit the heart. Enemies touching the heart can still do damage, and picking up the babies after the heart will cause the heart's hitbox to be checked first against shots.""]"
276,472,"['{{i|King Baby}}: The Heart will follow King Baby. This makes it much harder to avoid damage, but also makes other synergies like {{i|Kamikaze!}} much easier to use.']"
276,40,"['{{i|King Baby}}: The Heart will follow King Baby. This makes it much harder to avoid damage, but also makes other synergies like {{i|Kamikaze!}} much easier to use.']"
276,672,['{{I|A Pound of Flesh}}: Consumables can no longer be picked up in Shops.']
276,205,['{{i|Sharp Plug}}: Sharp Plug can no longer be used.']
276,335,"[""{{i|The Soul}}: Isaac's body repels projectiles, but Isaac's Heart doesn't.""]"
297,356,['{{i|Car Battery}}: No effect.']
331,118,"[""{{i|Brimstone}}: Brimstone laser retains the homing effect, but doesn't receive the damaging aura.""]"
331,52,"[""{{i|Dr. Fetus}}: Bombs retain the homing effect, but don't receive a damaging aura.""]"
331,168,"['{{i|Epic Fetus}}: The crosshair homes in upon enemies, but neither the crosshair nor the missiles receive the damaging aura.']"
331,531,"['{{i|Haemolacria}}: Main tear retains all effects, but burst tears do not.', ['{{dlc|r}} Burst tears also retain all effects.']]"
331,114,"[""{{i|Mom's Knife}}: Knife retains the homing effect, but doesn't get the damaging aura.""]"
331,459,"[""{{i|Sinus Infection}}: The aura on booger tears stuck to an enemy won't hurt that particular enemy, but still damages other enemies.""]"
331,68,"[""{{i|Technology}}/{{i|Technology 2}}/{{i|Tech.5}}/{{i|Tech X}}: Lasers retain the homing effect, but don't receive the damaging aura.""]"
331,152,"[""{{i|Technology}}/{{i|Technology 2}}/{{i|Tech.5}}/{{i|Tech X}}: Lasers retain the homing effect, but don't receive the damaging aura.""]"
331,244,"[""{{i|Technology}}/{{i|Technology 2}}/{{i|Tech.5}}/{{i|Tech X}}: Lasers retain the homing effect, but don't receive the damaging aura.""]"
331,395,"[""{{i|Technology}}/{{i|Technology 2}}/{{i|Tech.5}}/{{i|Tech X}}: Lasers retain the homing effect, but don't receive the damaging aura.""]"
331,533,"[""{{i|Trisagion}}: Causes Godhead's aura to visually disappear; however, the aura is still there and can still damage enemies.""]"
325,107,"['{{I|The Pinking Shears}}: If Scissors and Pinking Shears are used together, control is given back to an invisible head with only a shadow visible as both the head and body are mobilized to attack.']"
325,247,"[""{{i|BFFS!}}: The loose head won't become larger, but will deal double damage.""]"
325,357,['{{i|Box of Friends}}: No effect.']
325,356,['{{I|Car Battery}}: No effect.']
232,337,"['{{dlc|na}} {{i|Broken Watch}}: Overridden by Stop Watch; the speed up effect will not occur.', ['{{dlc|a}} Both the slow effect and the rarer speed up can trigger at the start of a room.', ['{{dlc|nr}} This results in enemies being slowed to around 71.8% of their original speed.', '{{dlc|r}} This results in enemies being sped up by 12%.']]]"
258,586,"[""{{I|The Stairway}} : When getting the Stairway at the start of a floor, the ladder doesn't spawn. It will spawn at the start of the next floor even if rerolled""]"
382,356,['{{i|Car Battery}}: No effect.']
382,248,['{{i|Hive Mind}}: No effect on captured flies or spiders.']
382,9,"[""{{i|Skatole}} or {{i|Bursting Sack}}: Friendly Fly/Spider enemies will be unable able to shoot, slowed down, and/or reverted to a weaker form, hindering this item's effectiveness on those enemies.""]"
382,377,"[""{{i|Skatole}} or {{i|Bursting Sack}}: Friendly Fly/Spider enemies will be unable able to shoot, slowed down, and/or reverted to a weaker form, hindering this item's effectiveness on those enemies.""]"
382,477,['{{i|Void|r}}: Walking over a thrown Friendly Ball that captured an enemy will not recharge Void.']
369,118,['{{dlc|nr}} {{i|Brimstone}}: Overridden by Brimstone.']
369,453,"['{{dlc+|nr}} {{i|Compound Fracture}}/{{i|The Parasite}}: Tears will only split when hitting obstacles or enemies but not walls.{{dlc-}}', ['{{Dlc|r}} Tears will split on contact with walls. Only one split will occur on contact with Walls and Objects.']]"
369,104,"['{{dlc+|nr}} {{i|Compound Fracture}}/{{i|The Parasite}}: Tears will only split when hitting obstacles or enemies but not walls.{{dlc-}}', ['{{Dlc|r}} Tears will split on contact with walls. Only one split will occur on contact with Walls and Objects.']]"
369,52,"['{{i|Dr. Fetus}}: Bombs cannot go through walls, but are spectral.']"
369,168,"['{{i|Epic Fetus}}: Overridden by Epic Fetus, stat effects apply.']"
369,329,"['{{i|The Ludovico Technique}}: When the tear is moved offscreen, it loops back through the opposite wall.']"
369,261,['{{i|Proptosis}}: Tears shrink while traveling through walls and often disappear before they can reappear on the other side.']
369,221,['{{i|Rubber Cement}}: Overrides Continuum.']
