source,destination,description
222,261,"- Proptosis: The tears will not decrease in size or damage until they start moving, making this excellent against enemies that chase Isaac.<br>"
222,244,- {{Dlc|r}}Tech.5: Creates floating laser balls that will all fire simultaneously when the fire button is released.<br>
222,524,"- Technology Zero: All of the tears fired are connected by electricity, creating a series of electric fences.<br>"
222,233,"- (Removed in Repentance)Tiny Planet: Tears stay in place until released, they will start to orbit around Isaac when released.<br>&emsp;- (Added in Repentance) Tears orbit close to Isaac when held, then snap to the edge of the orbit when released.<br>"
257,706,- Abyss: When Isaac uses Abyss to absorb Fire Mind it turns into a burning locust that sets enemies on fire but does not explode.<br>
257,453,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Each fractal tear has its own chance to explode. However, if the main tear explodes, all fractal tears explode.<br>"
257,224,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Each fractal tear has its own chance to explode. However, if the main tear explodes, all fractal tears explode.<br>"
257,531,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Each fractal tear has its own chance to explode. However, if the main tear explodes, all fractal tears explode.<br>"
257,104,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: Each fractal tear has its own chance to explode. However, if the main tear explodes, all fractal tears explode.<br>"
257,237,"- {{dlc|na}} Death's Touch: Adds burn damage to the scythes, but will not cause explosions.<br>"
257,52,"- Dr. Fetus: All Dr. Fetus bombs will leave a flame behind after exploding, similar to the effect of Hot Bombs.<br>"
257,256,"- Dr. Fetus: All Dr. Fetus bombs will leave a flame behind after exploding, similar to the effect of Hot Bombs.<br>"
257,168,- Epic Fetus: The missile will leave behind a fire.<br>
257,467,- Finger!: Finger familiar can set enemies on fire but won't cause explosions.<br>
257,331,- Godhead: The damaging aura can cause explosions.<br>
257,375,- Host Hat/Pyromaniac: Makes Isaac immune to explosions caused by flaming tears.<br>
257,223,- Host Hat/Pyromaniac: Makes Isaac immune to explosions caused by flaming tears.<br>
257,494,- Jacob's Ladder: Sparks can set enemies on fire but won't explode.<br>
257,213,- Lost Contact: Tears can explode when they destroy an enemy's tear.<br>
257,330,- {{Dlc|r}} Soy Milk: Explosions are smaller (similar to those of Scatter Bombs|n) and do not reach Isaac as easily.<br>
257,366,- {{Dlc|r}} Soy Milk: Explosions are smaller (similar to those of Scatter Bombs|n) and do not reach Isaac as easily.<br>
201,467,- Finger!: Finger can also apply the confusion effect.<br>
201,147,- (Added in Repentance)notched axe: Picking up Iron Bar will refill Notched Axe's charge bar.<br>
213,222,"- Anti-Gravity: Placing many tears around Isaac creates a safe zone, especially with larger tears.<br>"
213,118,"- Brimstone/Technology/Technology 2: Beam/laser destroys projectiles, although only during its damage tick interval. The projectiles are not instantly destroyed when they touch the beam/laser.<br>"
213,68,"- Brimstone/Technology/Technology 2: Beam/laser destroys projectiles, although only during its damage tick interval. The projectiles are not instantly destroyed when they touch the beam/laser.<br>"
213,152,"- Brimstone/Technology/Technology 2: Beam/laser destroys projectiles, although only during its damage tick interval. The projectiles are not instantly destroyed when they touch the beam/laser.<br>"
213,453,- Compound Fracture/Cricket's Body/The Parasite: Split tears will be shielded. The Parasite's split tears will not appear to have shields.<br>
213,224,- Compound Fracture/Cricket's Body/The Parasite: Split tears will be shielded. The Parasite's split tears will not appear to have shields.<br>
213,104,- Compound Fracture/Cricket's Body/The Parasite: Split tears will be shielded. The Parasite's split tears will not appear to have shields.<br>
213,462,- Eye of Belial: Piercing through a projectile will trigger Eye of Belial's double damage and homing effect. Belial tears will still block shots.<br>
213,494,- Jacob's Ladder|force=r: Destroyed tears via shot-blocking will trigger the electric arc effect.<br>
213,329,- The Ludovico Technique: Can block an infinite amount of enemy shots if the tear is placed on top of a monster. The projectiles that they attempt to shoot will be immediately destroyed.<br>
213,114,- Mom's Knife: The knife will destroy projectiles in its path without being affected.<br>
213,169,"- Polyphemus: Enemy shots are treated like enemies with 10 health, which are deducted from the Polyphemus tear. If it has strength remaining afterward, it will continue.<br>"
213,459,"- Sinus Infection/Mucormycosis: Tears that stick to enemies will block shots, and will not be destroyed in the process.<br>"
213,553,"- Sinus Infection/Mucormycosis: Tears that stick to enemies will block shots, and will not be destroyed in the process.<br>"
213,330,"- Soy Milk: The constant stream of tears will cut through any complex attack patterns with ease.
:<br>"
213,561,"- Almond Milk: The random tear effects can allow more shots to be blocked, as effects such as {{t|Ouroboros Worm}}, My Reflection, and Tiny Planet can cause tears to wander outside of the main stream of tears. However, this, in combination with the lower fire rate of Almond Milk compared to Soy Milk, makes Almond Milk slightly less effective than Soy Milk at blocking shots in the direction Isaac is shooting.<br>"
213,5,"- Almond Milk: The random tear effects can allow more shots to be blocked, as effects such as {{t|Ouroboros Worm}}, My Reflection, and Tiny Planet can cause tears to wander outside of the main stream of tears. However, this, in combination with the lower fire rate of Almond Milk compared to Soy Milk, makes Almond Milk slightly less effective than Soy Milk at blocking shots in the direction Isaac is shooting.<br>"
213,233,"- Almond Milk: The random tear effects can allow more shots to be blocked, as effects such as {{t|Ouroboros Worm}}, My Reflection, and Tiny Planet can cause tears to wander outside of the main stream of tears. However, this, in combination with the lower fire rate of Almond Milk compared to Soy Milk, makes Almond Milk slightly less effective than Soy Milk at blocking shots in the direction Isaac is shooting.<br>"
213,395,- Tech X|force=anr: The rings block enemy shots.<br>
213,533,- Trisagion: Beams will block shots and continue on.<br>
336,360,"- Incubus: Does not affect shot speed or tear size, but still gives the piercing effect.<br>&emsp;- (Added in Repentance): Shot speed, range, and tear size will be affected.<br>"
336,213,- Lost Contact: Tears will destroy enemy projectiles without being destroyed in the process.<br>
313,690,"- Belly Jelly / Host Hat / Infamy / Metal Plate: The chance of blocking projectiles is applied before the Holy Mantle, allowing the Holy Mantle shield to be saved.<br>"
313,375,"- Belly Jelly / Host Hat / Infamy / Metal Plate: The chance of blocking projectiles is applied before the Holy Mantle, allowing the Holy Mantle shield to be saved.<br>"
313,242,"- Belly Jelly / Host Hat / Infamy / Metal Plate: The chance of blocking projectiles is applied before the Holy Mantle, allowing the Holy Mantle shield to be saved.<br>"
313,449,"- Belly Jelly / Host Hat / Infamy / Metal Plate: The chance of blocking projectiles is applied before the Holy Mantle, allowing the Holy Mantle shield to be saved.<br>"
313,535,"- Blanket / Dogma / Holy Card / {{t|Wooden Cross}}: All stack with Holy Mantle, and with each other simultaneously. Holy Mantle applies last.<br>"
313,950,"- Blanket / Dogma / Holy Card / {{t|Wooden Cross}}: All stack with Holy Mantle, and with each other simultaneously. Holy Mantle applies last.<br>"
313,577,"- Damocles: The nullified first hit does not trigger the chance of the sword falling. It will not, however, protect Isaac from the falling sword.<br>"
313,236,- E. Coli / Midas' Touch: On-contact effect still applies to enemies if Holy Mantle negates the contact damage taken.<br>
313,202,- E. Coli / Midas' Touch: On-contact effect still applies to enemies if Holy Mantle negates the contact damage taken.<br>
313,276,- Isaac's Heart: The shield effect transfers to the heart.<br>
313,232,"- Stop Watch|anr: If damage is blocked with Holy Mantle, Stop Watch will trigger the slow effect.<br>"
241,347,- Diplopia: Each additional Contract increases the number of room drops by one and lowers the chance of getting nothing.<br>
241,134,- Guppy's Tail: Higher chance of double chests upon clearing a room.<br>
241,416,"- Deep Pockets|r: If Contract removes the reward, spawns 1-3 random coins.<br>"
326,276,"- Isaac's Heart|nr: When held down too long, Breath of Life no longer damages Isaac, resulting in infinite invincibility.<br>"
326,477,- Void: Using Void with Breath of Life will immediately grant invincibility frames.<br>
303,162,"- {{Dlc|r}}Celtic Cross, The Polaroid: Can trigger at the same time as Celtic Cross or The Polaroid, cumulating to up to 22 seconds of shield.<br>"
303,327,"- {{Dlc|r}}Celtic Cross, The Polaroid: Can trigger at the same time as Celtic Cross or The Polaroid, cumulating to up to 22 seconds of shield.<br>"
114,245,"- 20/20 / {{transf|Conjoined}} / The Inner Eye / Mutant Spider: Isaac holds only one, but shoots multiple knives at their typical spread.<br>"
114,2,"- 20/20 / {{transf|Conjoined}} / The Inner Eye / Mutant Spider: Isaac holds only one, but shoots multiple knives at their typical spread.<br>"
114,153,"- 20/20 / {{transf|Conjoined}} / The Inner Eye / Mutant Spider: Isaac holds only one, but shoots multiple knives at their typical spread.<br>"
114,443,- {{dlc+|r}} Apple!/Tough Love: The knife deals increased damage sometimes based on luck.{{dlc-}}<br>
114,150,- {{dlc+|r}} Apple!/Tough Love: The knife deals increased damage sometimes based on luck.{{dlc-}}<br>
114,118,"- Brimstone / Sulfur: Shooting the knife also shoots a barrage of knives that goes across the screen, with each knife doing 80% ((Added in Repentance)2x) of Isaac's damage; the extra knives do not return. The longer the charge, the more knives are added. This effect does not work with {{c|Azazel}}'s default mini brimstone. The brimstone-knives do not benefit from A Lump of Coal.<br>"
114,556,"- Brimstone / Sulfur: Shooting the knife also shoots a barrage of knives that goes across the screen, with each knife doing 80% ((Added in Repentance)2x) of Isaac's damage; the extra knives do not return. The longer the charge, the more knives are added. This effect does not work with {{c|Azazel}}'s default mini brimstone. The brimstone-knives do not benefit from A Lump of Coal.<br>"
114,132,"- Brimstone / Sulfur: Shooting the knife also shoots a barrage of knives that goes across the screen, with each knife doing 80% ((Added in Repentance)2x) of Isaac's damage; the extra knives do not return. The longer the charge, the more knives are added. This effect does not work with {{c|Azazel}}'s default mini brimstone. The brimstone-knives do not benefit from A Lump of Coal.<br>"
114,453,- Compound Fracture|r: The knife creates bone shards while in contact with an enemy.<br>
114,678,"- C Section: Fetuses hold small knives that spin around them slowly, causing extra damage.<br>"
114,347,"- Diplopia/Crooked Penny: Each additional copy of the item will grant an extra knife that fires slightly diagonally from the original one, up to a maximum of 16. Picking up more than 16 knives won't fire more knives but will still modify the angle at which they're shot.<br>"
114,485,"- Diplopia/Crooked Penny: Each additional copy of the item will grant an extra knife that fires slightly diagonally from the original one, up to a maximum of 16. Picking up more than 16 knives won't fire more knives but will still modify the angle at which they're shot.<br>"
114,168,- Epic Fetus|a: Each explosion shoots 10 knives in a circle from the point of impact.<br>
114,496,"- Euthanasia|r: The knife sometimes deals higher damage, but instant kill ability is overridden.<br>"
114,401,- Explosivo|r: Regular explosive tears may stick to enemies in contact with the knife.<br>
114,558,- Eye Sore: Will occasionally release 1-3 extra knives when shooting Mom's knife.<br>
114,257,- Fire Mind: Still applies burning but no longer explodes.<br>
114,540,"- Flat Stone: Knife bounces as it flies away from Isaac, each bounce splash causing Isaac's tear damage.<br>"
114,418,- Fruit Cake: The benefits of fruit cake still occur but are short lived due to the high damage of Mom's knife.<br>
114,495,- Ghost Pepper|a+nr: The flames can shoot from Isaac while holding the fire button.<br>&emsp;- (Added in Repentance) The flames only shoot when fire button is released.<br>
114,374,- Holy Light|a+: Holy Light can trigger on both held and thrown knives.<br>
114,149,"- Ipecac|na+r: Knife turns green and poison monsters that hit it. Removes Ipecac's damage increase.<br>&emsp;- (Added in Afterbirth+, Removed in Repentance) Also adds +4 damage.<br>&emsp;- (Added in Repentance) Adds +2 damage and the knife explodes on contact, once per throw. Will not explode while held without throwing and while coming back to the Player after being thrown.<br>"
114,494,- Jacob's Ladder|r: The knife will sometimes generate sparks when hitting an enemy.<br>
114,213,"- Lost Contact: The knife will block bullets, even when held (similar to Trinity Shield but has a smaller blocking area).<br>"
114,243,"- Lost Contact: The knife will block bullets, even when held (similar to Trinity Shield but has a smaller blocking area).<br>"
114,329,"- The Ludovico Technique: Isaac controls a floating knife that does 2x Isaac's damage. Tears stat is ignored and damage is dealt at a rate equivalent of 5 tear delay.<br>&emsp;- '''The Ludovico Technique''' + '''any multi-shot item''': Isaac controls a floating knife surrounded by additional rotating knives.<br>&emsp;- '''The Ludovico Technique''' + '''Lost Contact''': Floating knife loses almost all ability to block bullets, with a tiny area around the hilt that can stop shots.<br>&emsp;- '''The Ludovico Technique''' + Loki's Horns: Loses Loki's Horns effect; Isaac controls only one floating knife.<br>&emsp;- '''The Ludovico Technique''' + Brimstone: Mom's Knife overrides Brimstone leaving only the floating knife.<br>"
114,394,"- Marked|r: The knife fires in the direction of the crosshair, charging automatically, with charging time proportionate to the distance of the crosshair from Isaac.<br>"
114,229,- Monstro's Lung|a: Firing a knife causes several other knives to shoot out in random directions.<br>
114,317,- Mysterious Liquid|a+: The knife leaves creep trails while fired.<br>
114,104,- The Parasite|r: The knife fires two knives in perpendicular directions from the first point of contact with an enemy. Additional knives can also fire more knives themselves.<br>
114,261,- Proptosis|nr: The Knife deals double damage regardless of range.<br>&emsp;- (Added in Repentance) The Knife deals triple damage regardless of range.<br>
114,315,- Strange Attractor: Enemies are pulled towards the knife. The effect is minor while not firing and much stronger while the knife is launched.<br>
114,38,"- Tammy's Head: Fires 10 knives in a circle around Isaac, dealing massive damage.<br>"
114,68,"- Technology|a+nr Both the knife and the laser fire normally.<br>&emsp;- (Added in Repentance) There is a connecting laser between Isaac and the knife, similar to {{c|The Forgotten}}'s club throw.<br>"
114,395,"- Tech X|naa+nr: Both fire normally.<br>&emsp;- (Added in Repentance) The knife is fired with a Tech X ring around it, similarly to {{c|The Forgotten}}'s club throw.<br>"
77,647,"- 4.5 Volt: With some damage source while this item is active, it can be permanently invulnerable inside the room while you have enemies.<br>&emsp;- If combined with 9 Volt, it will be easier to achieve invincibility.<br>"
77,320,- ???'s Only Friend: The fly can still be controlled while invincible.<br>
77,356,- Car Battery: Doubles the duration of invulnerability.<br>
77,114,"- Mom's Knife does contact damage in the same direction it was being held at the time of using it, giving a massive amount of free damage by ramming into an enemy.<br>&emsp;- If you have the Yes Mother? Transformation, you can basically do the same thing using this item.<br>"
77,300,"- On contact items (Aries, The Virus, etc.): Freely usable in basically every 4 rooms.<br>&emsp;- Orbital Familiars (Cube of Meat, Sacrificial Dagger, etc.): The orbital can be used freely in basically every 4 rooms, making it a great alternative source of damage.<br>"
77,13,"- On contact items (Aries, The Virus, etc.): Freely usable in basically every 4 rooms.<br>&emsp;- Orbital Familiars (Cube of Meat, Sacrificial Dagger, etc.): The orbital can be used freely in basically every 4 rooms, making it a great alternative source of damage.<br>"
228,453,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: If the main tear causes fear, the split tears cause fear too.<br>"
228,224,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: If the main tear causes fear, the split tears cause fear too.<br>"
228,531,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: If the main tear causes fear, the split tears cause fear too.<br>"
228,104,"- Compound Fracture/Cricket's Body/Haemolacria/The Parasite: If the main tear causes fear, the split tears cause fear too.<br>"
228,467,- Finger!: Finger can also apply the fear effect.<br>
228,532,"- Lachryphagy: If a fear tear is fed, all burst tears cause fear. If a normal tear is fed, the burst tears cannot cause fear.<br>"
228,329,"- The Ludovico Technique: The tear flickers yellow, capable of inflicting fear when it does.<br>"
249,485,"- {{dlc+|r}} Crooked Penny / Diplopia: Both items are copied, allowing Isaac to take both copied items without the other disappearing. The original pedestals will function as normal, removing the other if one is collected.{{dlc-}}<br>"
249,347,"- {{dlc+|r}} Crooked Penny / Diplopia: Both items are copied, allowing Isaac to take both copied items without the other disappearing. The original pedestals will function as normal, removing the other if one is collected.{{dlc-}}<br>"
249,292,- Satanic Bible|r: Both items will be Devil Room (Item Pool)|Devil Room items; only one can be bought.<br>
249,697,- Vanishing Twin: The item which appears after defeating the copied boss is also affected.<br>
233,245,- 20/20: Each shot fires two tears in opposing orbital directions.<br>
233,118,- Brimstone: The beam will wrap around the character and shoot straight forward.<br>
233,224,- Cricket's Body: Tears will split into 2 close groups of 2 tears that follow the orbit. One group travels clockwise and the other travels counterclockwise.<br>
233,496,- Euthanasia: Euthanasia's tear bursts will follow the orbit in 2 close groups of 5 tears. One group travels clockwise and the other travels counterclockwise.<br>
233,462,"- Eye of Belial|r: After piercing an enemy, instead of homing in on enemies, tears will continue to orbit, but each tear can pierce multiple enemies to gain more size and damage multipliers.<br>"
233,540,- Flat Stone: Tears will bounce and orbit around the character.<br>
233,331,"- Godhead: Tears with damaging auras orbit the character, creating a damaging barrier.<br>"
233,149,- Ipecac: Explosive tears orbit around Isaac. Host Hat or Pyromaniac is highly recommended.<br>
233,375,- Ipecac: Explosive tears orbit around Isaac. Host Hat or Pyromaniac is highly recommended.<br>
233,223,- Ipecac: Explosive tears orbit around Isaac. Host Hat or Pyromaniac is highly recommended.<br>
233,440,- Kidney Stone: The stone and barrage of tears that follow orbit the character.<br>
233,532,- Lachryphagy: Tears will orbit until they are behind the character. Tears will burst into 8 tears that follow the orbit in 2 close groups of 4. One group travels clockwise and the other travels counterclockwise.<br>
233,87,"- Loki's Horns: Effectively grants a great tear multiplier, as the extra tears from Loki's Horns will follow the trajectory given by the Tiny Planet.<br>"
233,213,"- Lost Contact: Shielded tears will orbit Isaac, granting a partially successful 360-degree projectile protection around him. Works better with a faster fire rate.<br>"
233,132,"- A Lump of Coal: This item drastically increases the screen time of tears because it makes them orbit around Isaac for a few seconds. A Lump Of Coal adds a lot of damage to tears in ""outer orbit"".<br>&emsp;- the tears do not fall during the beast fight allowing tears to grow bigger and bigger<br>"
233,394,"- Marked: Isaac will continuously fire orbiting tears, which allows him to not touch the attack keys and focus just on moving (with giant tears it makes it hard to see as he can't stop firing).<br>"
233,114,"- (Added in Repentance)Mom's Knife: Increases range. Causes Mom's knife to orbit around Isaac at very high speeds until it reaching it's maximum range, where it will circle back to Isaac at the same speed.<br>"
233,5,"- (Added in Repentance)My Reflection: After reaching their maximum range, the tears will circle back around to Isaac.<br>"
233,643,"- Revelation: The beam of light wraps around Isaac and shoots forward at a slight angle, similar to Brimstone.<br>"
233,221,"- Rubber Cement: Tears bounce off enemies then keep orbiting Isaac. Very powerful as the tears are not destroyed upon damaging an enemy. When near walls, the orbiting tears tend to get stuck against the walls until Isaac moves away.<br>"
233,579,"- Spirit Sword|r: The sword's melee attack becomes disjointed from Isaac, hitting in an increased range in front of him but creating a blind spot where the strike used to be. Spin attacks also occur in front of Isaac instead of around him. Sword projectiles orbit around Isaac as normal.<br>"
233,728,- (Added in Repentance){{C|Tainted Lilith}}: Tears orbit around the Gello instead of the character.<br>
233,68,"- Technology: A laser creates a circle around Isaac's body before being fired forward normally. The laser becomes spectral.<br>&emsp;- (Added in Afterbirth) '''Technology''' + A Lump of Coal: The extra distance covered by the laser more than doubles damage right in front of Isaac, and it increases as normal further away.<br>"
233,524,- Technology Zero: Creates moving laser fields that orbit the character.<br>
233,452,- Varicose Veins: The ten tears that are fired when the character is hit orbit them closely.<br>
45,356,- Car Battery: Doubles the amount Yum Heart heals.<br>
45,205,- (Removed in Repentance) Sharp Plug + The Wafer / Cancer: Allows infinite Red Heart regeneration.<br>
45,108,- (Removed in Repentance) Sharp Plug + The Wafer / Cancer: Allows infinite Red Heart regeneration.<br>
45,301,- (Removed in Repentance) Sharp Plug + The Wafer / Cancer: Allows infinite Red Heart regeneration.<br>
68,531,- Haemolacria: Fires arcing Haemolacria tears that release Technology lasers in all directions upon impact.<br>
68,443,"- Apple! / Tough Love: The lasers can gain the damage multiplier from each of the items, although there is no visual difference.<br>"
68,150,"- Apple! / Tough Love: The lasers can gain the damage multiplier from each of the items, although there is no visual difference.<br>"
68,118,"- {{dlc|na}} Brimstone: Overrides Technology.<br>&emsp;- (Added in Afterbirth) The Technology laser coils around the Brimstone beam, granting a 1.5x damage multiplier, which can stack with other multipliers such as Magic MushroomMagic Mushroom|'s 1.5x damage multiplier.<br>&emsp;&emsp;- {{Dlc|r}} Technology's damage multiplier will be overridden if Isaac has the powered up version (from picking up Brimstone twice or using Sulfur with Brimstone).<br>"
68,168,- (Added in Afterbirth) Epic Fetus: Fires lasers in all directions upon impact of a missile.<br>
68,257,- Fire Mind: Laser lights enemies on fire but loses the ability to explode enemies.<br>
68,2,- The Inner Eye / Mutant Spider: Isaac shoots multiple lasers with a decreased rate of fire.<br>
68,153,- The Inner Eye / Mutant Spider: Isaac shoots multiple lasers with a decreased rate of fire.<br>
68,532,"- (Added in Repentance) Lachryphagy: Isaac shoots a short-range laser that will form a Lachryphagy tear, which has piercing.<br>"
68,329,- The Ludovico Technique: The laser becomes a large ring that is controllable and looks like a Tech X shot. Enemies inside the ring without touching it are not hurt. The shot speed is ignored. The Tears stat is ignored and the damage is dealt very rapidly at a rate equivalent to a 2 tear delay.<br>
68,395,- The Ludovico Technique: The laser becomes a large ring that is controllable and looks like a Tech X shot. Enemies inside the ring without touching it are not hurt. The shot speed is ignored. The Tears stat is ignored and the damage is dealt very rapidly at a rate equivalent to a 2 tear delay.<br>
68,55,- Mom's Eye: Fires a laser from the back of Isaac's head as well as the front.<br>
68,229,"- (Added in Afterbirth, Removed in Repentance) Monstro's Lung: Several additional lasers fire in random directions. (One beam will always fire straight forward as normal.)<br>&emsp;- (Added in Repentance) Fires a barrage of small lasers.<br>"
68,261,"- {{dlc|na}} Proptosis: Doubles damage.<br>&emsp;- (Added in Afterbirth) Doubles damage but it rapidly decreases with distance, down to 0.1 from about 6 tiles away.<br>"
68,330,"- Soy Milk: Expected high damage down and very high tears up.  Because Technology has no knockback like standard tears, this will generally be a good DPS increase.<br>"
68,395,- Tech X|force=anr: Both fire at the same time.<br>
68,68,"- Technology|r: Adds an additional laser for every extra copy of the item up to a maximum of 16, with no downgrade to damage or tears.<br>"
68,152,- Technology 2: Both fire at the same time. Tear rate down from Technology 2 applies.<br>
68,233,"- Tiny Planet: Laser circles around Isaac and then continues its path forward in a straight line. The laser is also spectral.<br>&emsp;- (Added in Afterbirth) Tiny Planet + A Lump of Coal: The extra distance covered by the laser more than doubles damage right in front of Isaac, and it increases as normal further away.<br>"
152,359,- 8 Inch Nails / {{t|Blister}} / Pisces: The laser will consistently push back enemies.<br>
152,309,- 8 Inch Nails / {{t|Blister}} / Pisces: The laser will consistently push back enemies.<br>
152,254,"- Blood Clot / Chemical Peel: Since Isaac's right eye is replaced by Technology 2, he can only fire tears from his left eye, which gives all his tears higher damage and range.<br>"
152,154,"- Blood Clot / Chemical Peel: Since Isaac's right eye is replaced by Technology 2, he can only fire tears from his left eye, which gives all his tears higher damage and range.<br>"
152,69,- Chocolate Milk: The laser fires while Chocolate Milk charges at normal rate.<br>
152,224,- (Added in Repentance) Cricket's Body / The Parasite: The laser will rapidly split into small low damage tears upon impact with an enemy or obstacle.<br>
152,104,- (Added in Repentance) Cricket's Body / The Parasite: The laser will rapidly split into small low damage tears upon impact with an enemy or obstacle.<br>
152,316,"- Cursed Eye: The laser fires while Cursed Eye charges at normal rate, retaining the teleporting effect.<br>&emsp;- (Added in Repentance) Tears are replaced with lasers, fired from the same eye of Technology 2.<br>"
152,168,- Epic Fetus: The laser fires while the missiles are being aimed.<br>
152,496,- (Added in Repentance)Euthanasia / Explosivo / Holy Light / {{t|Nose Goblin}} / / Sinus Infection: Every damage tick from the laser can also apply these tear effects and does so rapidly.<br>&emsp;- Explosivo’s 60 point explosion damage bonus is unaffected by the laser’s reduced damage making the combination incredibly effective.<br>
152,401,- (Added in Repentance)Euthanasia / Explosivo / Holy Light / {{t|Nose Goblin}} / / Sinus Infection: Every damage tick from the laser can also apply these tear effects and does so rapidly.<br>&emsp;- Explosivo’s 60 point explosion damage bonus is unaffected by the laser’s reduced damage making the combination incredibly effective.<br>
152,374,- (Added in Repentance)Euthanasia / Explosivo / Holy Light / {{t|Nose Goblin}} / / Sinus Infection: Every damage tick from the laser can also apply these tear effects and does so rapidly.<br>&emsp;- Explosivo’s 60 point explosion damage bonus is unaffected by the laser’s reduced damage making the combination incredibly effective.<br>
152,459,- (Added in Repentance)Euthanasia / Explosivo / Holy Light / {{t|Nose Goblin}} / / Sinus Infection: Every damage tick from the laser can also apply these tear effects and does so rapidly.<br>&emsp;- Explosivo’s 60 point explosion damage bonus is unaffected by the laser’s reduced damage making the combination incredibly effective.<br>
152,257,- Fire Mind: Laser will set enemies on fire but will not explode.<br>
152,149,- Ipecac: Laser damage increases dramatically while also gaining the poison effect.<br>
152,532,- Lachryphagy|r: The laser has its range shortened but rapidly creates and feeds Lachryphagy tears.<br>
152,213,- Lost Contact: The laser destroys all hostile projectiles that come into contact with it.<br>
152,329,"- The Ludovico Technique: Isaac simultaneously controls a tear and fires the laser; however, Isaac will only fire the Technology 2 laser in the direction that the tear is currently facing.<br>"
152,132,"- A Lump of Coal|a: Damage increases the further away the enemy is, on a multiplier that is roughly +20% per tile of distance.<br>"
152,394,- Marked: Isaac simultaneously controls a big red target on the ground and fires the laser in the cardinal directions.<br>&emsp;- (Added in Repentance) The laser now continuously fires towards the crosshair along with tears.<br>
152,114,- Mom's Knife: The laser fires while the Knife charges at normal rate.<br>
152,229,- Monstro's Lung: The laser fires while Monstro's Lung charges at normal rate. No reduction in tear burst size.<br>
152,221,- Rubber Cement|a: Laser bounces off of walls.<br>
152,68,"- Technology|nr: Equips two lasers that can be fired at the same time. As Technology is always fired from the right eye, it is not affected by the halved normal attack rate.<br>&emsp;- {{dlc+|r}} Technology is affected by the fire rate multiplier. Holding Stapler, Lead Pencil or playing as {{C|Cain}} will allow Isaac to angle shots with momentum again.{{dlc-}}<br>"
152,233,- Tiny Planet: The laser spirals around Isaac once and then goes straight again.<br>
152,358,- The Wiz: Tears are fired diagonally while the laser is fired straight forward.<br>
3,706,- Abyss: When Isaac uses Abyss to absorb Spoon Bender it turns into a purple locust that homes in on enemies while it is charging forward.<br>
3,308,- Aquarius|r: Trail of creep is purple and homes in on enemies.<br>
3,118,- {{c|Azazel}} / Brimstone / {{c|Tainted Azazel|r}}  / Technology / Technology 2 / Tech X: Beams curve toward enemies.<br>
3,68,- {{c|Azazel}} / Brimstone / {{c|Tainted Azazel|r}}  / Technology / Technology 2 / Tech X: Beams curve toward enemies.<br>
3,152,- {{c|Azazel}} / Brimstone / {{c|Tainted Azazel|r}}  / Technology / Technology 2 / Tech X: Beams curve toward enemies.<br>
3,395,- {{c|Azazel}} / Brimstone / {{c|Tainted Azazel|r}}  / Technology / Technology 2 / Tech X: Beams curve toward enemies.<br>
3,453,- Compound Fracture / Cricket's Body / The Parasite: Tears and split tears are homing.<br>
3,224,- Compound Fracture / Cricket's Body / The Parasite: Tears and split tears are homing.<br>
3,104,- Compound Fracture / Cricket's Body / The Parasite: Tears and split tears are homing.<br>
3,52,- Dr. Fetus: The bombs slide towards enemies.<br>
3,394,- Marked: Tears will travel in the direction of the cross-hairs until close enough to home in on an enemy.<br>
3,114,- Mom's Knife: The knife curves towards enemies.<br>
295,276,"- {{dlc+|nr}}Isaac's Heart + schoolbag + IV Bag: Allows for effectively infinite uses by switching to IV Bag when low on money, with Isaac's Heart preventing it from lowering the player's health. {{dlc-}}<br>"
295,534,"- {{dlc+|nr}}Isaac's Heart + schoolbag + IV Bag: Allows for effectively infinite uses by switching to IV Bag when low on money, with Isaac's Heart preventing it from lowering the player's health. {{dlc-}}<br>"
295,135,"- {{dlc+|nr}}Isaac's Heart + schoolbag + IV Bag: Allows for effectively infinite uses by switching to IV Bag when low on money, with Isaac's Heart preventing it from lowering the player's health. {{dlc-}}<br>"
207,78,"- Book of Revelations: Ensures that Harbingers that haven't already been defeated will replace their respective floor's boss, making it drastically easier to collect multiple Balls of Bandages.<br>"
207,357,"- Box of Friends / Monster Manual: Additional copies of Ball of Bandages combine with the first, increasing its level as normal.<br>"
207,123,"- Box of Friends / Monster Manual: Additional copies of Ball of Bandages combine with the first, increasing its level as normal.<br>"
273,247,- BFFS!: The impact damage is increased to 7 and the explosion deals an additional 25 damage.<br>
273,106,- Mr. Mega: The explosion deals an additional {{Dlc|nr}}85/{{Dlc|r}}50 damage.<br>
300,393,"- Serpent's Kiss|r: Allows Isaac to poison enemies without needing to take a hit, allowing for an impressive amount of Black Hearts to be collected.<br>"
260,316,- (Added in Afterbirth)Cursed Eye: Removes teleportation effect of Cursed Eye.<br>
